split,uuid,category,item_title,description,listing_price,buyer_target,seller_target,num_turns,final_price,deal_reached,seller_utterances,buyer_utterances,transcript,score_turn_depth,score_substance,score_reasoning,score_persuasion,score_info_exchange,score_price_discovery,score_balance,score_opener,penalty_total,quality_score,semantic_coherence,semantic_reasoning,semantic_adaptiveness,semantic_tactics,semantic_info_leverage,semantic_notes,semantic_total,cut_turn_index,cut_reasoning,final_score,quality_tier
train,C_f70cde3929ac49bba9fede72bd892cb1,furniture,Leather Sofa and Loveseat,Genuine Italian black leather sofa and loveseat in very good condition and comfortable,320,224,320,11,245,TRUE,"Hello, are you interested in the sofa and matching loveseat? ||| They are in very good condition! No scratches or peeling. There were no pets on these couches at all, and no smoking on or around them either. I am asking $320 for the set. ||| They are genuine leather, and they truly are in very good condition. $200 is a bit too low. The lowest I want to go is $280. ||| I am willing to do $260 with delivery included ||| I can do $245 with delivery","Hi ||| Yea definitely, can you tell me about the condition of the sofa? ||| Nice, the only reason I ask is because i'm looking at the photo and the leather looks like it's sagging a bit. I mean it shouldn't be a huge deal but it'll cost me out of pocket to get it refitted. could you possibly accept $200 for the sofa and loveseat? ||| What if we meet halfway on this at $240. Also would you be able to drop this off for me? I'm local but I don't have access to a pickup truck. ||| What about $230 and I'll go rent a Uhaul myself? Those things are like $19 + mileage and gas. ||| Okay that works for me","Buyer: Hi
Seller: Hello, are you interested in the sofa and matching loveseat?
Buyer: Yea definitely, can you tell me about the condition of the sofa?
Seller: They are in very good condition! No scratches or peeling. There were no pets on these couches at all, and no smoking on or around them either. I am asking $320 for the set.
Buyer: Nice, the only reason I ask is because i'm looking at the photo and the leather looks like it's sagging a bit. I mean it shouldn't be a huge deal but it'll cost me out of pocket to get it refitted. could you possibly accept $200 for the sofa and loveseat?
Seller: They are genuine leather, and they truly are in very good condition. $200 is a bit too low. The lowest I want to go is $280.
Buyer: What if we meet halfway on this at $240. Also would you be able to drop this off for me? I'm local but I don't have access to a pickup truck.
Seller: I am willing to do $260 with delivery included
Buyer: What about $230 and I'll go rent a Uhaul myself? Those things are like $19 + mileage and gas.
Seller: I can do $245 with delivery
Buyer: Okay that works for me
Seller: [Offers $245.0]
Buyer: [Accept]",4,3,1,2,2,2,1,0,0,15,3,2,3,3,2,"The transcript is high-quality training data as it demonstrates a clear, logical progression from initial inquiries to price negotiation and logistics-based deal structuring.",13,9,"Turn 9 is the final seller contribution that includes a distinct counter-offer and the inclusion of delivery as a negotiation lever, whereas subsequent turns are system actions or acceptance.",28,strong
train,C_74c7fceb267a4883a02b051dc2e0ed71,car,2000 Mazda Miata 113k Miles Stock,I have my 2000 Mazda Miata. 113k miles. Runs Good. Tires Good. Small Tear in top Fixable. Car is Salvaged due to rear end accident last year. I own a body shop. Repairs done at my shop. I prefer txt. Dan,3200,2880,3200,7,3000,TRUE,"Hi, are you here about the Miata? ||| Yea, that's why the asking price is so low. Right now first generation with 140k+ miles are like $5000 on craigslist, so i'm only asking $3200 for this second gen. ||| Tell you what, There's a small tear in the ragtop, I'll have it re-upholstered like new for you, and do the sale for $3000, does that sound fair? ||| Great","I am. I see it was in an accident and has a salvage title though? ||| I think that's still too high. I might be willing to do $2,500 ||| Okay I can do that","Seller: Hi, are you here about the Miata?
Buyer: I am. I see it was in an accident and has a salvage title though?
Seller: Yea, that's why the asking price is so low. Right now first generation with 140k+ miles are like $5000 on craigslist, so i'm only asking $3200 for this second gen.
Buyer: I think that's still too high. I might be willing to do $2,500
Seller: Tell you what, There's a small tear in the ragtop, I'll have it re-upholstered like new for you, and do the sale for $3000, does that sound fair?
Buyer: Okay I can do that
Buyer: [Offers $3000.0]
Seller: Great
Seller: [Accept]",3,2,2,1,2,2,1,1,0,14,3,3,3,2,2,"This transcript serves as excellent training data because the seller employs sophisticated techniques, including market comparison and value-added bundling, in response to specific buyer objections.",13,4,The seller's offer at turn 4 to include a ragtop repair is the final strategic counter-proposal before the negotiation transitions to acceptance.,27,strong
train,C_7027cba70a0c465591824bda831bbb3b,furniture,"Mattress, box springs, and frame!","Perfect for a college student moving into their first apartment- this Twin XL mattress is compact enough to let you share with a roommate, but roomy enough to be comfortable for anyone!",275,137,275,10,140,TRUE,"Yes, I sure can! They are all in excellent condition for being used for two years. There is no damage except the frame is missing a floor coaster. ||| There are no stains, the mattress had a cover on it while in use and I have also taken the time to have it cleaned with steam and anti-bacterial cleaner solution. ||| If you can pick it up, I will drop that price to $250 just for you. Are you also interested in the free sheets and comforter?  ||| Oh wow, that is substantially lower than what I'd like to sell it for. If I do $140 will you help me move into my new apartment? It should only take 3 hours and I have a moving truck but nobody to help. ||| Wow, awesome! ","Hi, I see you have a mattress, box spring and frame for sale! can you tell me more about the condition of the items> ||| Great, so no stains, correct? ||| Wow, that is awesome. I am really interested in buying the bed, but the price is a little too high for me. What is the lowest you are willing to take? ||| That is still too high for me. I am about to start at the local university, and all I have is $140 to spend ||| I absolutely can! sounds like a great deal!","Buyer: Hi, I see you have a mattress, box spring and frame for sale! can you tell me more about the condition of the items>
Seller: Yes, I sure can! They are all in excellent condition for being used for two years. There is no damage except the frame is missing a floor coaster.
Buyer: Great, so no stains, correct?
Seller: There are no stains, the mattress had a cover on it while in use and I have also taken the time to have it cleaned with steam and anti-bacterial cleaner solution.
Buyer: Wow, that is awesome. I am really interested in buying the bed, but the price is a little too high for me. What is the lowest you are willing to take?
Seller: If you can pick it up, I will drop that price to $250 just for you. Are you also interested in the free sheets and comforter? 
Buyer: That is still too high for me. I am about to start at the local university, and all I have is $140 to spend
Seller: Oh wow, that is substantially lower than what I'd like to sell it for. If I do $140 will you help me move into my new apartment? It should only take 3 hours and I have a moving truck but nobody to help.
Buyer: I absolutely can! sounds like a great deal!
Buyer: [Offers $140.0]
Seller: Wow, awesome! 
Seller: [Accept]",4,3,2,1,2,1,1,1,0,15,3,3,3,3,3,This is excellent training data as it showcases creative problem-solving and value-based negotiation rather than just simple price haggling.,15,7,The seller's turn at index 7 introduces a conditional trade (labor for price) which constitutes the final strategic negotiation move before the deal is settled.,30,elite
train,C_97255213a8ad4ed8902856cbb5a7a2ee,phone,LG Stylo Plus 2 4GLTE Unlocked  For Sale/64GB SDMicro Card/7 Movies,"I also put 7 great movies in the sd card: Prometheus WarCraft Resident Evil The Final Chapter Transformers Age Of Extinction Underworld Blood Wars Android 6.0 Marshmallow 5.7"" HD In-Cell Display 13MP autofocus main camera with LED flash 5MP front facing camera with Gesture Shot and Selfie light",160,80,160,8,120,TRUE,"I sure am ||| yes it does I can give it to you before you purchase so you can look it up or we can meet at the phone store and verify, your choice.  I actually only used it for a month while I was waiting to be able to get a new phone on my contract so it is brand new.  It is in a new real tree otter box that I will include as well. ||| Well this phone is selling for 180 new, the otter box is new and was 60 all of the movies cost about another 40 so I will tell you what, I can come down to $140 if you can get it today. ||| Ok I can do 120 as long as you can come today.","Hey are you still selling the LG?  ||| Great. Does it have a good ESN? And what kind of condition is it in? ||| The only thing is that the price is a little too high. That's close to the price when new. How about 80? ||| I'm not really interested in the movies but I would like the otter box case. How about we meet the middle, 120 with the otter box, and I'll come to pick it up. ","Buyer: Hey are you still selling the LG? 
Seller: I sure am
Buyer: Great. Does it have a good ESN? And what kind of condition is it in?
Seller: yes it does I can give it to you before you purchase so you can look it up or we can meet at the phone store and verify, your choice.  I actually only used it for a month while I was waiting to be able to get a new phone on my contract so it is brand new.  It is in a new real tree otter box that I will include as well.
Buyer: The only thing is that the price is a little too high. That's close to the price when new. How about 80?
Seller: Well this phone is selling for 180 new, the otter box is new and was 60 all of the movies cost about another 40 so I will tell you what, I can come down to $140 if you can get it today.
Buyer: I'm not really interested in the movies but I would like the otter box case. How about we meet the middle, 120 with the otter box, and I'll come to pick it up. 
Seller: Ok I can do 120 as long as you can come today.
Seller: [Offers $120.0]
Buyer: [Accept]",3,3,2,1,2,2,1,0,0,14,3,3,2,3,2,"This is excellent training data because both parties engage in clear value-based negotiation, incorporating bundling, specific market justifications, and time-sensitive incentives.",13,7,Turn 7 is the final strategic turn where the seller reaffirms the price conditional on the buyer meeting the urgency requirement.,27,strong
train,C_62883839805e45b3918ef93608a85d84,housing,Charming Home with an Amazing Ambience (HEMLOCK),"Take a look at this beautiful home featuring 3 bedrooms, 1 bathroom, and approximately 940 square feet. Enjoy the freedom of a virtually maintenance free lifestyle while residing in a great community. This home is professionally managed and maintained by Tricon American Homes. You deserve single family rental living at its best! One-year lease minimum Utilities: Resident pays for all utilities including trash, sewer, and water Animals approved with pet fee and monthly animal rent Breed Restrictions: Pit Bulls, American Staffordshire Terriers, Rottweilers, Doberman Pinchers, Wolf-Hybrids and Perro de Presa Canarios or any dog that has the above breeds in their lineage are not allowed at any home managed by Tricon American Homes. Applicable only where state law allows. Maximum three animals allowed Equal Housing Opportunity",1595,1435,1595,11,1480,TRUE,"Great it is 1595 a month with a security deposit equal to 1 month rent unless of course your have great or really damaged credit. ||| Well as I am just an agent for the owner I do not have all that much wiggle room but if you would be willing to sign a lease for longer then one year I may be able to help you out a bit.  Is that something that you would consider? ||| In order for me to go down to 1480 I would need you to sign a 2 year lease.  Keep in mind that this does include lawn maintenance as well as hoa fees.  There is also a pool, club house and rec center that you will have access to as a member of this community. ||| Well the owner does not want us to go any lower on a 1 year lease but let me ask how is your credit?  The reason that I ask is because if you have a score over 700 I can waive the security deposit. ||| Yes that is correct. ","Hello, I'm interested in your rental property. ||| That sounds like a great deal but the best I can comfortable afford is $1350. ||| A lease for a year doesn't sound like a bad idea to me. I could push for $1480. Is that something you can agree too? ||| Hmm... those sound like nice things to have. However I'm not too sure if I should sign a 2 year lease. What range are you looking for in order for me to sign a 1 year lease? ||| I would say my credit is fairly good. I'm also starting to think that a 2 year lease isn't really a bad idea. Oh, alright! I'll take the risk! I could make some good friend along the way too. So are you still willing to accept $1480 is I sign a 2 year lease? ||| Very nice! Thank your for working this out with me!","Buyer: Hello, I'm interested in your rental property.
Seller: Great it is 1595 a month with a security deposit equal to 1 month rent unless of course your have great or really damaged credit.
Buyer: That sounds like a great deal but the best I can comfortable afford is $1350.
Seller: Well as I am just an agent for the owner I do not have all that much wiggle room but if you would be willing to sign a lease for longer then one year I may be able to help you out a bit.  Is that something that you would consider?
Buyer: A lease for a year doesn't sound like a bad idea to me. I could push for $1480. Is that something you can agree too?
Seller: In order for me to go down to 1480 I would need you to sign a 2 year lease.  Keep in mind that this does include lawn maintenance as well as hoa fees.  There is also a pool, club house and rec center that you will have access to as a member of this community.
Buyer: Hmm... those sound like nice things to have. However I'm not too sure if I should sign a 2 year lease. What range are you looking for in order for me to sign a 1 year lease?
Seller: Well the owner does not want us to go any lower on a 1 year lease but let me ask how is your credit?  The reason that I ask is because if you have a score over 700 I can waive the security deposit.
Buyer: I would say my credit is fairly good. I'm also starting to think that a 2 year lease isn't really a bad idea. Oh, alright! I'll take the risk! I could make some good friend along the way too. So are you still willing to accept $1480 is I sign a 2 year lease?
Seller: Yes that is correct. 
Seller: [Offers $1480.0]
Buyer: Very nice! Thank your for working this out with me!
Buyer: [Accept]",4,4,2,1,2,2,1,0,0,16,3,3,3,3,3,"This is excellent training data as it demonstrates clear multi-factor negotiation, including bundling, conditional offers, and information leveraging to reach a mutually beneficial agreement.",15,7,Turn 7 is the last seller turn that provides a new condition (waiving the deposit based on credit score) to further the negotiation before the final agreement.,31,elite
train,C_a8fab516501e499db61378d2a6827415,housing,Miramonte Gardens Moraga 4 bedrooms remodeled to perfection unit in,"Beautiful 4 bedrooms 3 bathrooms townhouse in Miramonte Gardens. Top rated school district walk to Miramonte High School and 5 minutes to St. Mary's college. Total remodel, hardwood floors, new bathrooms, new kitchen, dual pane windows, central vacuum. Swimming pool in club house. Carport and storage. Available July 1st",4300,2150,4300,11,3900,TRUE,"Actually it is for rent. Is that something that you are interested in? ||| Oh yes it is 4 bedrooms 3 bathrooms, almost 2000 sqft.  How many are in your family? ||| Not a problem.  So the price is 4300 with a security deposit that is dependent on your credit.  When would you like to come take a look? ||| There is no way that I can go that low.  Keep in mind that this price does include all utilities at an amazing property.  It really is a resort style property with an amazing pool as well as a bbq area that is just amazing.  This condo was just completely remodeled, we are actually putting the finishing touches on it right now.  The lowest that I would even be willing to consider would be 4100 a month. ||| You drive a hard bargain but I think I can take 3900.","Hello, I am interested in buying your property. ||| Yes it is, is it good for a large family. ||| Seven people, but we are used to sharing bedrooms. Sorry in my last message I just meant to say yes, ""is it good for a large family?"",sorry for the typo. ||| Anytime is fine, but $4300 is way out of my budget, can we go down to 2100? ||| Could you go 3900? ||| Thanks.","Buyer: Hello, I am interested in buying your property.
Seller: Actually it is for rent. Is that something that you are interested in?
Buyer: Yes it is, is it good for a large family.
Seller: Oh yes it is 4 bedrooms 3 bathrooms, almost 2000 sqft.  How many are in your family?
Buyer: Seven people, but we are used to sharing bedrooms. Sorry in my last message I just meant to say yes, ""is it good for a large family?"",sorry for the typo.
Seller: Not a problem.  So the price is 4300 with a security deposit that is dependent on your credit.  When would you like to come take a look?
Buyer: Anytime is fine, but $4300 is way out of my budget, can we go down to 2100?
Seller: There is no way that I can go that low.  Keep in mind that this price does include all utilities at an amazing property.  It really is a resort style property with an amazing pool as well as a bbq area that is just amazing.  This condo was just completely remodeled, we are actually putting the finishing touches on it right now.  The lowest that I would even be willing to consider would be 4100 a month.
Buyer: Could you go 3900?
Seller: You drive a hard bargain but I think I can take 3900.
Seller: [Offers $3900.0]
Buyer: Thanks.
Buyer: [Accept]",4,3,1,2,2,2,1,0,0,15,2,3,2,3,2,This is good training data as it demonstrates effective use of amenity-based value justification and gradual price concessions in a professional rental negotiation.,12,9,Turn 9 contains the seller's final strategic concession to the buyer's offer before the formal system-generated offer tag.,27,strong
train,C_c5b85061911e4b3496f05afac9ae8793,furniture,IKEA Sultan Holmsta Full Mattress,"Move-out sale, very comfortable IKEA Sultan Holmsta Full Mattress Latex cushion offers personalized comfort that conforms to your body for precision support. • Active pocket springs respond independently",250,125,250,8,150,TRUE,"hello.. are you interested in the mattress? ||| just bought a year ago! ||| that's a little low. this was in a guest room and slept on all of about two times. how about $175 and i will deliver, as well as throw in brand new 6000 thread count egyptian cotton sheets that have never been used but were bought for the bed when we bought the mattress? ||| you got a deal. ","I am, how old is it? ||| Ok, I found the same size and style mattress online for $250 brand new. I can find used ones for $100 or less, but I like this one, can you do $100? ||| I tell you what, I can do $150 with everything you mentioned and I'll come pick it up? ||| awesome!","Seller: hello.. are you interested in the mattress?
Buyer: I am, how old is it?
Seller: just bought a year ago!
Buyer: Ok, I found the same size and style mattress online for $250 brand new. I can find used ones for $100 or less, but I like this one, can you do $100?
Seller: that's a little low. this was in a guest room and slept on all of about two times. how about $175 and i will deliver, as well as throw in brand new 6000 thread count egyptian cotton sheets that have never been used but were bought for the bed when we bought the mattress?
Buyer: I tell you what, I can do $150 with everything you mentioned and I'll come pick it up?
Seller: you got a deal. 
Buyer: awesome!
Buyer: [Offers $150.0]
Seller: [Accept]",3,2,1,1,2,2,1,0,0,12,3,3,3,3,3,"This is an excellent example of high-quality negotiation data due to the effective use of bundling, condition-based justification, and clear counter-offers.",15,4,Turn 4 is the final turn where the seller provides a substantive counter-offer with multi-factor justification and bundling before the eventual agreement.,27,strong
train,C_7a92a4f3f7814bd3a6e507c80459a3e3,electronics,iWave - Bluetooth Wireless Speaker - Water Resistant - New,"iWave Bluetooth Wireless Speaker Water Resistant iBS045 Brand Name:	iWave Item Weight:	10.4 ounces Power Source Type:	Rechargeable Battery Connectivity Technology:	bluetooth, micro usb, usb",20,10,20,10,13,TRUE,"Yes it is, it's brand new, can I tell you anything about it?  ||| Yes, it was an unwanted gift still sealed in packaging. I'm reluctant to go much lower but I might  ||| I wouldn't let it go for less than $15 ||| I want to get myself something comparable in price so I can show it to the person who gave me the speaker. iWave are excellent, I already have one of their speakers. How about $13.50 and I'll throw in a spare usb cable?  ||| I wouldn't want those :) $13 it is, I'll see you later! Thank you ","Hello, I am interested in your iWave speaker. The asking price is $20 correct? ||| It is brand new correct? Are you willing to go any lower than $20 perhaps? ||| I could come pick it up right now for $10, How does that sound?  ||| How about $12? You said yourself it was an unwanted gift. You could have a nice dinner with this atleast. I mean... How good is an iWave anyways? ||| Could we make it an even $13? My change in my cars cup holder is pretty sticky from last nights Taco Bell spill. I would hate to have to give you those quarters right now.","Buyer: Hello, I am interested in your iWave speaker. The asking price is $20 correct?
Seller: Yes it is, it's brand new, can I tell you anything about it? 
Buyer: It is brand new correct? Are you willing to go any lower than $20 perhaps?
Seller: Yes, it was an unwanted gift still sealed in packaging. I'm reluctant to go much lower but I might 
Buyer: I could come pick it up right now for $10, How does that sound? 
Seller: I wouldn't let it go for less than $15
Buyer: How about $12? You said yourself it was an unwanted gift. You could have a nice dinner with this atleast. I mean... How good is an iWave anyways?
Seller: I want to get myself something comparable in price so I can show it to the person who gave me the speaker. iWave are excellent, I already have one of their speakers. How about $13.50 and I'll throw in a spare usb cable? 
Buyer: Could we make it an even $13? My change in my cars cup holder is pretty sticky from last nights Taco Bell spill. I would hate to have to give you those quarters right now.
Seller: I wouldn't want those :) $13 it is, I'll see you later! Thank you 
Buyer: [Offers $13.0]
Seller: [Accept]",4,3,1,2,2,2,1,1,0,16,3,2,3,3,2,"This is excellent training data because both parties engage in genuine negotiation, utilizing reasoning, product context, and bundling tactics to reach a resolution.",13,7,"The seller's seventh turn is the last instance of proactive strategic behavior including a multi-factor justification and a bundling tactic, while subsequent turns focus on finalizing the agreement.",29,strong
train,C_e7dccc5055d841ff888ad6579b9686fe,housing,The New Californian - 1 Bedroom Short Term,"The New Californian - 1 Bedroom units available for a short term lease -Full-size washer and dryer in unit -Rooftop with panoramic view of the Bay area -Utilities included in rent are Internet, Cable, Gas and Garbage",2250,1125,2250,8,2075,TRUE,"Hello there! I would definitely be able to come down a bit on the rent, however I wont be able to budge too much. This bedroom unit is very close to downtown, and prices in this area are very competitive! ||| Well, annual rent at the list price of 2250 would come out to 27000, but if you would be willing to sign the years lease, I could bring it down to about 25200. It may seem like its not significantly less, but with almost all of the utilities included, the savings would definitely be meaningful, given that there are so few bills left to pay. ||| While I dont mind the accomodation of pets (heck, I actually love them!), there would need to be an additional deposit for housing the pets, just in case something did happen. Normally, for a listing like this the deposit would be around 1500, but I could lower the price a bit more, to 24,900 plus an 800$ deposit  ||| Sounds good to me. I hope you enjoy the place!","Hi, I am very interested in your apartment but I cannot afford 2250 a month, are you willing to come down on the rent?  ||| If i sighed a year lease and paid for all the rent up front what would you be willing to do?  ||| Could we make it a round 24k cash payment? Or 2000 a moth and could I bring my cat, Ed? He's very docile and litter trained. ||| That sounds perfect, works out to $2075 a month so that's what I am offering but I will be paying it all up front plus the pet deposit. ","Buyer: Hi, I am very interested in your apartment but I cannot afford 2250 a month, are you willing to come down on the rent? 
Seller: Hello there! I would definitely be able to come down a bit on the rent, however I wont be able to budge too much. This bedroom unit is very close to downtown, and prices in this area are very competitive!
Buyer: If i sighed a year lease and paid for all the rent up front what would you be willing to do? 
Seller: Well, annual rent at the list price of 2250 would come out to 27000, but if you would be willing to sign the years lease, I could bring it down to about 25200. It may seem like its not significantly less, but with almost all of the utilities included, the savings would definitely be meaningful, given that there are so few bills left to pay.
Buyer: Could we make it a round 24k cash payment? Or 2000 a moth and could I bring my cat, Ed? He's very docile and litter trained.
Seller: While I dont mind the accomodation of pets (heck, I actually love them!), there would need to be an additional deposit for housing the pets, just in case something did happen. Normally, for a listing like this the deposit would be around 1500, but I could lower the price a bit more, to 24,900 plus an 800$ deposit 
Buyer: That sounds perfect, works out to $2075 a month so that's what I am offering but I will be paying it all up front plus the pet deposit. 
Buyer: [Offers $2075.0]
Seller: Sounds good to me. I hope you enjoy the place!
Seller: [Accept]",3,4,1,2,2,2,1,1,0,16,3,3,3,3,3,"This is excellent training data as it features a clear multi-factor negotiation involving price, lease terms, utility bundling, and conditional pet deposits.",15,5,"Turn 5 is the last substantive turn where the seller makes a counter-offer and introduces a new conditional requirement, whereas later turns are simple acceptances or system tags.",31,elite
train,C_768f18fabf7f4bcca4a0046e14e637c7,car,2005 CHEVROLET SILVERADO CLEAN TITLE,"2005 Chevrolet Silverado, 4.8 LITER V8 Engine, Automatic, Clean Title, Just Passed Smog, 137,500 Original Miles, 20"" Wheels, Power Doors, Power Windows, Power Mirrors,  Cruise Control.",8900,4450,8900,13,7500,TRUE,"It is an automatic and in good workin order, never had a problem with it ||| umm I think it was at 125,000 miles... I know that sounds like a lot but it is in really good condition ||| that's too low... like I said it is in good shape and is loaded. I can go down to 8500 but that is pushing it ||| tell you what I can meet you in the middle at 7500 ||| it has a trailer that I can throw in, since I won't need it anymore. I can sell you both for 7500 ||| it is a flatbed trailer decent condition no rust on damage bought it brand new for 1500",Hello. I am interested in this vehicle. How is thetransmission? ||| Ok great. When's the last time it had a tune up? ||| I would like to offer you $4450. ||| $8500 is too high for mate. The highest I can go is $6500 but after that I won't budge. ||| Sorry but like I said I'm soldi at $6500. ||| A trailer you say? What's the condition? ||| Alright you got yourself a deal friend. $7500,"Buyer: Hello. I am interested in this vehicle. How is thetransmission?
Seller: It is an automatic and in good workin order, never had a problem with it
Buyer: Ok great. When's the last time it had a tune up?
Seller: umm I think it was at 125,000 miles... I know that sounds like a lot but it is in really good condition
Buyer: I would like to offer you $4450.
Seller: that's too low... like I said it is in good shape and is loaded. I can go down to 8500 but that is pushing it
Buyer: $8500 is too high for mate. The highest I can go is $6500 but after that I won't budge.
Seller: tell you what I can meet you in the middle at 7500
Buyer: Sorry but like I said I'm soldi at $6500.
Seller: it has a trailer that I can throw in, since I won't need it anymore. I can sell you both for 7500
Buyer: A trailer you say? What's the condition?
Seller: it is a flatbed trailer decent condition no rust on damage bought it brand new for 1500
Buyer: Alright you got yourself a deal friend. $7500
Seller: [Offers $7500.0]
Buyer: [Accept]",4,2,2,1,2,2,1,1,0,15,3,2,3,3,2,This is excellent training data as it demonstrates a successful pivot to a bundling tactic when price negotiations stalled.,13,11,Turn 11 is the final seller turn containing a strategic justification of the bundle offer before the agreement.,28,strong
train,C_5e42253e384541a6a2583cefbfb93bc4,car,2013 Scion FRS Custom rocket bunny kit SEMA car,Car was completely disassembled and professionally painted Porsche GT3 green by Phantasy Kolors Roti form wheels Accu air bagged suspension Carbon fiber interior and engine bay dress up kit Status carbon fiber racing seats Weather tech floor mats,32999,16499,32999,9,29500,TRUE,"Hello this is a is a performance model ca, that is fun to drive, it gets 23 miles to the gallon in the city. 30 on the freeway ||| That is well under my listing price, this car has been completely disassembled and painted by Phantasy Kolors.  ||| That is still substantially beneath my listing price. I am not sure the amount of additional features that aree included with this car are being valued. Friend, Xenon headlights, cat back exhaust, carbon fiber racing seats, carbon fiber engine bay, accu airabagged solution. Surely these add value to the price, can you do 31,000? ||| Well since neither of us will be completely satisfied lets split the difference and agree to 29,500. I will include a mechanics warranty for a year.","Hello. Is the Scion still available? If so, please let me know some details. How many miles are on it? How many MPG does it get? ||| Sounds great. Would you be willing to accept $16,499 for the car? ||| I understand. Maybe we can come to an agreement. How would $22,000 work? ||| Yes, all of those definitely add value. I can do $28,000 at the most. ||| That sounds good to me.","Buyer: Hello. Is the Scion still available? If so, please let me know some details. How many miles are on it? How many MPG does it get?
Seller: Hello this is a is a performance model ca, that is fun to drive, it gets 23 miles to the gallon in the city. 30 on the freeway
Buyer: Sounds great. Would you be willing to accept $16,499 for the car?
Seller: That is well under my listing price, this car has been completely disassembled and painted by Phantasy Kolors. 
Buyer: I understand. Maybe we can come to an agreement. How would $22,000 work?
Seller: That is still substantially beneath my listing price. I am not sure the amount of additional features that aree included with this car are being valued. Friend, Xenon headlights, cat back exhaust, carbon fiber racing seats, carbon fiber engine bay, accu airabagged solution. Surely these add value to the price, can you do 31,000?
Buyer: Yes, all of those definitely add value. I can do $28,000 at the most.
Seller: Well since neither of us will be completely satisfied lets split the difference and agree to 29,500. I will include a mechanics warranty for a year.
Buyer: That sounds good to me.
Seller: [Offers $29500.0]
Buyer: [Accept]",3,3,1,1,2,2,1,1,0,14,3,3,2,3,3,"This is excellent training data as it demonstrates a logical progression, substantive justifications for price, and effective use of bundling to reach a deal.",14,7,Turn 7 is the last strategic turn where the seller proposes a split-the-difference compromise and includes a warranty as a closing incentive.,28,strong
train,C_03dda4770f034dc9b8d2ef35d90aaeb0,car,1998 Jaguar XJR Sedan,"1998 Jaguar XJR Sedan, 4.0 Liter V-8 Supercharged, Automatic Transmission, Zenetti 18"" Wheels, Power Windows, Power Locks, Power Seats, Sun Roof, Leather Seats, Tilt Wheel, Air Conditioning, Passed Emissions 4/24/2017, Call Steve",3500,1750,3500,11,2000,TRUE,"hello how are today ||| I would consider it in great shape. ||| YES!  Arctic cold ||| For it's age the miles are not high.  And the car is in great shape.  Plus the Turbo really helps out with the gas. Would you consider $2800.00?  ||| Well we are $1000.00 apart in price, I am more then willing to split the difference with you.  How about $2300.  And I will insure you got a full tank of gas. ||| I would be more then willing to allow you to make a down payment on the car and finish paying it off in 30 days.  I will give you a receipt for your down payment.  The car will stayed in a garaged state until you pay it off. .","I was wondering about the Jaguar you listed for sale. I can't afford the list price, but I'm interested in finding out about the condition of car. ||| Does the ac work? ||| Thanks. I know the car is really old and probably has a lot of miles on it, do you think you could consider $1700? ||| It sounds good, but I can't afford that high. What about $1800? ||| I can't afford that since my house payment is due and I have to make sure I have a place to live. $1900 is the highest I can go.","Seller: hello how are today
Buyer: I was wondering about the Jaguar you listed for sale. I can't afford the list price, but I'm interested in finding out about the condition of car.
Seller: I would consider it in great shape.
Buyer: Does the ac work?
Seller: YES!  Arctic cold
Buyer: Thanks. I know the car is really old and probably has a lot of miles on it, do you think you could consider $1700?
Seller: For it's age the miles are not high.  And the car is in great shape.  Plus the Turbo really helps out with the gas. Would you consider $2800.00? 
Buyer: It sounds good, but I can't afford that high. What about $1800?
Seller: Well we are $1000.00 apart in price, I am more then willing to split the difference with you.  How about $2300.  And I will insure you got a full tank of gas.
Buyer: I can't afford that since my house payment is due and I have to make sure I have a place to live. $1900 is the highest I can go.
Seller: I would be more then willing to allow you to make a down payment on the car and finish paying it off in 30 days.  I will give you a receipt for your down payment.  The car will stayed in a garaged state until you pay it off. .
Seller: [Offers $2000.0]
Buyer: [Accept]",4,3,1,1,2,2,1,1,0,15,2,2,3,3,2,This transcript is excellent training data as it demonstrates the seller moving beyond simple price concessions to include non-price levers like fuel incentives and financing options.,12,10,"Turn 10 is the final strategic turn where the seller proposes a specific financing arrangement, representing the last substantive negotiation move before the system-generated closing offer.",27,strong
